customer_id,vintage,age,gender,dependents,occupation,customer_nw_category,branch_code,days_since_last_transaction,current_balance,previous_month_end_balance,average_monthly_balance_prevQ,average_monthly_balance_prevQ2,current_month_credit,previous_month_credit,current_month_debit,previous_month_debit,current_month_balance,previous_month_balance,churn
2870.0,2742.0,75.0,Female,0.0,Lawyer,Low,11.0,49.0,90730.66,90899.56,91254.9,55719.49,0.6,1429.17,286.31,429.17,90841.16,90770.52,Yes
2871.0,1084.0,9.0,Male,0.0,Doctor,Low,2221.0,135.0,2364.99,2364.99,2364.99,2027.58,0.2,0.2,0.2,0.2,2364.99,2364.99,Yes
2872.0,5625.0,69.0,Female,0.0,Engineer,Medium,78.0,147.0,3419.82,3419.82,3419.82,3396.76,0.24,0.24,0.24,0.24,,3419.82,Yes
2873.0,4710.0,52.0,Male,3.0,Engineer,Medium,69.0,35.0,4878.63,24895.25,8075.89,3357.44,0.1,56608.99,19835.73,29234.2,9744.31,11606.39,No
2874.0,1051.0,56.0,Male,0.0,Engineer,Low,1362.0,182.0,1434.91,1624.12,1972.37,1855.17,0.17,0.17,0.17,0.17,1441.43,1662.36,No
2875.0,1138.0,33.0,Female,0.0,Accountant,Low,2530.0,13.0,477.92,1672.45,1662.61,453.69,1428.96,0.39,3908.88,10643.24,1363.74,2377.69,Yes
2876.0,346.0,35.0,Male,0.0,Engineer,Low,3644.0,0.0,90.02,8150.18,6796.18,3817.31,9704.66,2358.94,17714.66,0.37,7724.24,7083.62,No
2877.0,2291.0,35.0,Male,0.0,Engineer,Medium,62.0,14.0,15541.28,11762.48,8752.93,20510.34,4286.24,11429.1,0.53,507.44,13891.83,7867.14,Yes
2880.0,3910.0,58.0,Male,0.0,Engineer,Medium,124.0,13.0,7202.21,4590.02,6717.04,6961.65,1670.19,0.43,1490.79,2792.0,8103.97,6544.97,Yes
2881.0,1155.0,36.0,Male,0.0,Engineer,Low,112.0,192.0,50853.74,50855.38,50855.15,50597.87,0.29,0.29,0.29,0.29,50854.7,50855.38,Yes
2882.0,1932.0,36.0,Male,0.0,Engineer,Medium,277.0,3.0,2734.25,2378.55,2477.78,2121.12,434.47,0.2,78.77,85.91,2536.62,2423.71,Yes
2883.0,908.0,80.0,Female,0.0,Lawyer,Low,1676.0,18.0,1673.36,1387.64,1450.04,1377.43,286.3,0.59,0.59,0.59,1574.84,1387.64,Yes
2884.0,1126.0,29.0,Female,0.0,Accountant,Low,1561.0,77.0,,1838.39,1709.5,961.11,0.17,0.17,300.03,185.89,2296.53,1673.4,Yes
2885.0,3460.0,66.0,Male,0.0,Lawyer,Medium,258.0,21.0,8858.49,8850.36,9183.11,23967.85,542.39,156.67,749.92,368.78,8988.88,9023.79,Yes
2886.0,5106.0,52.0,Female,0.0,Engineer,High,1226.0,0.0,,2235.93,5338.56,13255.72,1330.59,4646.82,53041.6,4747.09,4458.61,1093.98,Yes
2887.0,5966.0,61.0,Female,1.0,Engineer,Medium,49.0,9.0,1606.71,1570.13,1633.44,1847.85,38.97,470.0,2.4,881.14,1592.95,1436.67,Yes
2888.0,4322.0,49.0,Male,0.0,Accountant,Medium,322.0,0.0,2667.01,2467.46,3350.53,3777.76,1151.07,1010.99,402.09,2168.26,2701.94,2682.89,Yes
2889.0,920.0,32.0,Female,0.0,Engineer,Low,124.0,4.0,1154.94,3320.79,1967.69,1200.41,47.96,2207.89,2242.38,607.29,1454.54,3085.83,Yes
2890.0,794.0,51.0,Male,0.0,Engineer,Low,1080.0,6.0,2929.72,1358.29,2524.47,1723.46,2285.89,0.17,714.46,1857.31,2609.52,1977.91,No
2891.0,2302.0,55.0,Male,1.0,Engineer,High,158.0,13.0,20849.32,22382.33,21912.79,27447.48,338.64,1155.36,439.27,576.5,21504.0,22188.1,Yes
2892.0,2188.0,24.0,Female,0.0,Doctor,High,541.0,24.0,2073.1,2802.49,2177.12,2236.32,72.01,129.16,0.59,0.59,2307.89,2289.2,Yes
2894.0,6260.0,41.0,Male,0.0,Accountant,Medium,19.0,17.0,2621.15,6092.37,5042.31,6227.35,4231.31,6880.53,5749.91,,4398.85,6130.62,Yes
2895.0,802.0,34.0,Female,0.0,Engineer,Low,48.0,175.0,3213.18,2951.55,2641.57,258.88,0.66,0.66,2053.54,458.18,3570.88,2564.91,Yes
2896.0,1247.0,42.0,Female,0.0,Engineer,Low,28.0,68.0,3019.47,3028.82,3094.55,3094.39,0.46,0.46,9.8,149.25,3019.47,3071.41,Yes
2897.0,3208.0,66.0,Male,1.0,Engineer,High,216.0,0.0,2477.18,1.82,1766.86,3792.09,17218.6,2716.99,1354.27,11087.44,2633.18,1266.33,Yes
2900.0,1215.0,28.0,Male,0.0,Engineer,Low,2599.0,0.0,6209.91,12636.18,4701.93,5005.38,13881.39,14783.0,19147.83,5433.54,3420.53,6316.37,Yes
2901.0,1693.0,41.0,Male,0.0,Accountant,High,540.0,35.0,14270.27,20703.25,24175.47,35101.89,0.41,22.49,4343.24,1209.29,,23596.22,No
2902.0,2205.0,68.0,Female,0.0,Engineer,Medium,121.0,61.0,4372.23,4159.83,3484.92,1452.79,0.16,0.16,0.16,0.16,4262.85,4152.46,Yes
2903.0,3164.0,42.0,Female,0.0,Accountant,Medium,258.0,12.0,2436.42,2420.7,2345.54,1938.71,15.84,100.27,0.13,0.13,2427.21,2359.82,Yes
2904.0,1041.0,62.0,Male,0.0,Engineer,Medium,1384.0,49.0,,1128.31,1572.89,1972.14,0.01,5357.43,0.01,6214.3,1128.31,1605.18,Yes
2905.0,2166.0,32.0,Male,0.0,Accountant,Low,1046.0,0.0,5506.52,6151.56,5016.43,4737.05,958.64,1567.93,957.91,1008.56,5100.66,5119.51,Yes
2906.0,1615.0,43.0,Male,0.0,Engineer,Low,2244.0,188.0,2086.99,2086.99,2086.99,2102.98,0.56,0.56,0.56,0.56,2086.99,2086.99,Yes
2907.0,2499.0,64.0,Female,0.0,Engineer,Medium,1895.0,76.0,275.24,275.24,1474.15,270.0,0.07,0.07,0.07,0.07,275.24,275.24,No
2910.0,1868.0,68.0,Female,0.0,Lawyer,Medium,26.0,4.0,7254.35,6811.49,7910.02,6307.02,243.33,0.47,0.47,2857.61,7078.98,8500.89,Yes
2911.0,930.0,62.0,Male,0.0,Engineer,Medium,140.0,177.0,10290.08,7182.14,8086.37,14617.15,0.3,0.3,277.15,238.87,8371.46,7331.71,Yes
2912.0,4617.0,46.0,Male,2.0,Engineer,High,1045.0,5.0,3299.24,1733.36,2422.86,2264.64,447.86,0.01,422.47,989.33,3057.61,2317.01,Yes
2913.0,1466.0,39.0,Male,2.0,Engineer,Medium,748.0,73.0,2383.93,2383.67,2334.92,859.45,0.59,0.59,706.4,706.4,459.07,2347.31,No
2915.0,856.0,47.0,Male,0.0,Accountant,Low,578.0,237.0,5633.76,4990.91,4962.18,2669.32,0.64,0.64,0.64,0.64,5633.76,4990.91,Yes
2916.0,1494.0,42.0,Female,0.0,Engineer,Medium,1921.0,13.0,20558.22,19843.94,19607.81,18528.75,714.47,343.04,0.19,0.19,20164.13,19644.86,Yes
2917.0,2292.0,48.0,Male,0.0,Engineer,Low,926.0,74.0,1355.83,7084.4,5970.17,5120.37,0.14,0.14,5728.71,375.14,2305.58,7144.22,No
2919.0,4798.0,40.0,Female,0.0,Engineer,Low,158.0,40.0,5002.54,5002.54,3335.65,2310.96,0.49,3048.6,0.49,11.9,5002.54,3038.59,Yes
2920.0,1349.0,58.0,Female,0.0,Engineer,Medium,811.0,145.0,10272.09,10272.09,10616.81,7009.63,0.2,0.2,0.2,782.13,10272.09,10524.33,No
2921.0,3004.0,66.0,Female,0.0,Lawyer,Medium,141.0,18.0,4540.76,4483.96,4414.7,3102.14,643.43,0.57,586.63,1560.09,4425.56,5178.28,Yes
2922.0,4947.0,47.0,Male,0.0,Engineer,Medium,112.0,329.0,12150.98,12150.98,12151.67,12080.86,0.64,0.64,0.64,0.64,12150.98,12150.98,Yes
2923.0,4048.0,54.0,Male,2.0,Engineer,Medium,399.0,11.0,11725.9,11860.4,13016.78,2259.09,5.67,0.33,143.43,744.06,11816.52,12473.45,No
2924.0,5050.0,39.0,Male,0.0,Engineer,Medium,93.0,49.0,5984.44,5984.44,6512.43,508.42,0.6,5464.89,0.6,0.6,5984.44,6580.44,Yes
2925.0,6869.0,70.0,Male,2.0,Lawyer,Low,158.0,28.0,2284.18,2076.82,1833.73,1915.54,11.97,599.11,429.46,0.01,1775.13,1871.52,Yes
2926.0,2112.0,38.0,Female,0.0,Engineer,Medium,1771.0,33.0,4502.42,4552.42,3737.95,3901.79,0.23,1428.8,50.23,77.26,4524.84,3347.94,Yes
2927.0,5464.0,53.0,Male,2.0,Engineer,Medium,109.0,89.0,4349.56,4344.75,4158.28,1900.28,0.7,0.7,0.7,0.7,4347.03,4376.0,Yes
2928.0,1853.0,67.0,Male,0.0,Engineer,High,42.0,24.0,99.57,65.14,1466.97,569.68,107.29,7934.4,0.14,,,578.88,Yes
2929.0,2467.0,71.0,Male,0.0,Engineer,Medium,1086.0,25.0,6150.77,4035.9,3874.1,6389.91,2378.81,3365.77,263.94,142.86,,3477.73,Yes
2930.0,769.0,3.0,Female,0.0,Doctor,High,27.0,163.0,1696.54,1625.11,1639.89,1554.8,0.06,0.06,0.06,0.06,1669.45,1625.11,Yes
2931.0,644.0,39.0,Male,0.0,Engineer,Low,792.0,27.0,1453.03,1937.49,2057.9,2396.9,707.16,0.01,1249.3,167.94,2037.02,1989.79,Yes
2932.0,3442.0,44.0,Male,0.0,Engineer,Medium,243.0,70.0,15273.05,10776.6,8969.55,8799.56,0.07,0.07,0.07,0.07,13088.48,5495.93,No
2933.0,2214.0,41.0,Male,0.0,Accountant,Medium,53.0,3.0,3484.32,3713.36,2899.26,745.89,127.26,19.04,505.89,600.01,3582.53,3938.22,Yes
2934.0,3070.0,31.0,Female,0.0,Accountant,Low,182.0,3.0,3245.9,2139.65,2064.77,1227.6,652.76,784.39,420.8,784.03,2800.46,1665.66,Yes
2935.0,2267.0,18.0,Female,0.0,Doctor,Low,170.0,27.0,1966.23,1027.65,1483.95,2711.1,1428.76,0.19,490.17,0.19,2171.84,1027.65,Yes
2937.0,984.0,31.0,Male,0.0,Engineer,Medium,590.0,145.0,687.88,1670.88,2116.77,2989.54,0.21,0.21,1890.36,1381.29,1317.65,2180.65,No
2940.0,7452.0,62.0,Male,2.0,Engineer,Low,540.0,70.0,4324.02,6028.18,5350.52,3212.08,0.61,0.61,171.83,3432.84,4313.69,6424.21,Yes
2941.0,2510.0,30.0,Male,0.0,Doctor,Medium,210.0,182.0,1240.59,1454.87,1762.92,3036.12,0.21,0.21,0.21,32.16,,1660.48,Yes
2943.0,5409.0,39.0,Male,2.0,Engineer,Medium,271.0,11.0,8289.58,3828.44,5803.86,7901.87,5714.74,0.46,1253.6,533.94,5784.48,4226.06,Yes
2944.0,2665.0,15.0,Male,0.0,Doctor,Medium,33.0,76.0,1531.25,2409.82,2160.34,1699.5,0.51,0.51,879.09,0.51,,2409.82,Yes
2946.0,583.0,50.0,Female,0.0,Engineer,Medium,140.0,25.0,22537.21,23493.0,23331.55,17860.89,2421.33,0.66,1479.41,1991.3,23889.96,24917.99,Yes
2948.0,961.0,39.0,Female,1.0,Engineer,Low,168.0,56.0,2259.08,2259.08,1977.06,1479.05,0.51,771.94,0.51,0.51,2259.08,2184.43,Yes
2949.0,3544.0,82.0,Male,0.0,Lawyer,High,133.0,4.0,15041.15,18869.54,12474.88,5608.55,1719.36,224.41,7295.29,7147.43,18270.86,7493.35,Yes
2951.0,3545.0,49.0,Male,0.0,Accountant,Medium,585.0,0.0,11238.03,7504.66,6497.28,5273.38,4318.1,1351.2,1101.25,1190.17,,6434.08,Yes
2952.0,5971.0,58.0,Male,0.0,Accountant,Low,6.0,25.0,12833.47,12582.57,12672.09,12410.49,3.25,6.23,0.26,0.26,,12610.45,Yes
2953.0,2348.0,25.0,Male,0.0,Doctor,Medium,1345.0,11.0,4101.51,4350.03,4346.27,2934.43,786.64,787.27,1034.74,,4381.0,4439.32,Yes
2954.0,2132.0,6.0,Male,0.0,Doctor,Medium,16.0,20.0,2336.49,2279.35,2277.76,2171.95,29.13,0.56,0.56,0.56,2319.75,2271.06,Yes
2955.0,3055.0,36.0,Female,0.0,Engineer,Medium,171.0,20.0,1927.86,1878.6,1858.46,1547.27,520.87,520.87,900.18,720.01,2062.34,1752.07,Yes
2956.0,491.0,60.0,Male,0.0,Engineer,Low,1521.0,17.0,2118.49,832.78,3283.64,7158.51,1286.29,0.57,0.57,6429.14,1830.32,832.78,Yes
2958.0,2744.0,32.0,Female,0.0,Engineer,Medium,414.0,6.0,1957.58,1961.87,1852.73,1443.17,0.36,160.2,4.49,130.27,1960.38,1945.24,No
2959.0,4528.0,38.0,Female,0.0,Engineer,Low,239.0,0.0,2050.64,1784.41,1992.21,1552.15,642.94,0.09,42.94,188.27,,1960.09,Yes
2961.0,944.0,52.0,Male,0.0,Accountant,High,2645.0,322.0,55899.16,59633.26,58973.79,65475.71,0.64,0.64,3591.89,0.64,,59674.74,Yes
2962.0,4563.0,90.0,Male,0.0,Engineer,Medium,60.0,60.0,4830.52,902.89,10447.34,3993.4,0.03,0.03,50.03,23741.17,4584.52,10648.85,Yes
2965.0,4233.0,58.0,Male,0.0,Accountant,Medium,886.0,175.0,13483.01,13273.73,12829.43,10783.23,0.29,0.29,151.57,187.0,13248.59,12743.86,No
2966.0,2854.0,18.0,Female,0.0,Doctor,High,292.0,7.0,8224.83,4474.83,5478.12,4106.25,3750.4,186.11,0.4,0.4,7849.21,4366.99,Yes
2968.0,2628.0,25.0,Male,0.0,Accountant,High,339.0,42.0,4880.33,5033.32,4639.6,4609.7,0.19,734.54,71.61,71.61,4999.2,4672.76,Yes
2970.0,1541.0,42.0,Male,0.0,Engineer,High,440.0,21.0,12104.34,10406.48,10328.33,6992.77,1726.77,1726.77,28.91,0.34,11632.02,10016.64,Yes
2971.0,3035.0,43.0,Female,0.0,Accountant,Low,541.0,9.0,3640.97,3652.43,3938.57,4569.39,143.09,458.14,0.23,,3632.21,3905.94,No
2972.0,3456.0,40.0,Female,0.0,Engineer,High,493.0,55.0,23947.72,23983.04,23971.93,23473.37,0.04,55.4,35.37,25.84,23958.68,23991.71,Yes
2973.0,538.0,66.0,Female,0.0,Engineer,Low,922.0,58.0,177.8,1272.81,1472.57,2153.65,0.54,76.91,666.82,880.01,546.32,1651.26,No
2975.0,686.0,42.0,Male,0.0,Engineer,Low,127.0,27.0,1862.43,1726.71,1768.83,1715.99,136.41,0.7,0.7,0.7,1853.07,1726.71,Yes
2976.0,2040.0,46.0,Male,4.0,Accountant,Medium,492.0,1.0,6962.28,6173.64,3333.04,3785.52,23216.0,3.21,25142.81,4067.97,2212.07,3760.36,Yes
2979.0,3801.0,50.0,Male,3.0,Accountant,High,582.0,319.0,6584.33,5294.54,4446.01,4272.52,0.49,0.49,106.76,1553.57,5250.47,4151.73,Yes
2980.0,4447.0,55.0,Male,0.0,Engineer,Low,509.0,52.0,5677.36,4113.88,3836.69,3813.47,0.69,1760.45,1280.91,2700.69,4833.81,3320.83,Yes
2981.0,3428.0,68.0,Female,0.0,Engineer,Medium,354.0,35.0,1910.37,2067.51,1913.81,1111.33,0.67,3049.91,572.1,3521.63,2025.15,2411.12,Yes
2982.0,1503.0,36.0,Male,0.0,Engineer,Low,2673.0,121.0,439.76,439.76,2222.11,3670.84,0.36,0.36,0.36,0.36,439.76,439.76,No
2983.0,2952.0,24.0,Male,0.0,Doctor,Low,14.0,3.0,186.26,1704.58,1864.66,3525.46,1787.6,1286.01,3405.78,380.79,529.21,646.28,No
2984.0,370.0,36.0,Female,0.0,Engineer,Medium,1012.0,214.0,5301.78,5301.78,5301.78,5261.64,0.7,0.7,0.7,0.7,5301.78,5301.78,Yes
2985.0,490.0,65.0,Male,0.0,Engineer,Medium,784.0,23.0,3509.84,3390.7,3306.09,2027.26,119.36,241.5,0.21,0.21,3481.08,3315.42,No
2986.0,1554.0,51.0,Male,0.0,Accountant,Low,2258.0,48.0,1287.99,1479.84,2068.05,830.17,0.17,222.09,6.23,2100.67,1399.51,1741.81,Yes
2988.0,2230.0,41.0,Male,0.0,Engineer,Low,34.0,98.0,1314.38,2642.95,2393.03,1470.74,0.41,0.41,1614.7,0.41,1893.2,2642.95,Yes
2989.0,3988.0,51.0,Male,0.0,Accountant,High,455.0,9.0,1972.32,1400.32,1453.99,2867.97,572.67,0.84,0.67,2.1,1558.43,1401.18,Yes
2991.0,2938.0,43.0,Female,0.0,Accountant,Medium,273.0,18.0,3583.45,4412.58,5035.38,3670.67,7700.1,832.97,8485.38,517.8,5979.99,4492.54,Yes
2992.0,1104.0,38.0,Male,2.0,Engineer,Medium,2880.0,3.0,3711.37,7997.5,3823.81,245.73,1572.52,7145.66,5745.91,58.84,6315.33,4112.13,No
2993.0,4347.0,49.0,Male,0.0,Accountant,High,259.0,5.0,5454.34,2921.09,3345.7,6710.3,3342.19,0.67,454.3,390.67,4116.92,3214.38,Yes
2996.0,1082.0,39.0,Female,0.0,Engineer,Medium,749.0,215.0,1384.31,1384.31,1569.9,2866.23,0.49,0.49,0.49,229.06,1384.31,1466.06,Yes
2997.0,1649.0,46.0,Male,0.0,Engineer,Low,467.0,53.0,1345.56,1113.52,1473.8,2759.4,0.63,593.49,115.13,121.86,1456.11,1079.49,Yes
2998.0,5509.0,53.0,Male,3.0,Engineer,Medium,33.0,9.0,8515.81,8372.96,8476.32,7471.82,143.24,0.39,0.39,,8422.22,8440.7,Yes
2999.0,3006.0,86.0,Male,0.0,Lawyer,Medium,84.0,20.0,17572.96,17111.59,17932.94,10598.01,13.77,4.56,0.21,0.21,17852.5,19064.18,Yes
3000.0,4944.0,31.0,Male,0.0,Engineer,High,27.0,152.0,1980.71,1980.71,2142.0,1935.79,0.46,0.46,0.46,0.46,1980.71,1980.71,Yes
3001.0,5067.0,40.0,Female,2.0,Accountant,Medium,616.0,14.0,687.32,5001.61,2023.39,2020.63,5357.66,10000.51,457.66,5943.37,1214.42,2883.64,No
3002.0,4584.0,49.0,Female,0.0,Engineer,Medium,38.0,40.0,4183.89,4638.56,5519.4,5044.83,0.17,477.31,378.74,3029.41,4272.52,5995.99,Yes
3003.0,4407.0,81.0,Male,0.0,Engineer,Low,13.0,38.0,558.11,5145.38,8670.77,9660.06,0.61,809.65,0.61,14286.33,1950.8,5133.58,No
3006.0,4643.0,39.0,Male,0.0,Accountant,Low,33.0,13.0,4330.48,4141.08,2536.97,2278.66,357.31,0.17,873.21,326.31,4108.09,2365.89,Yes
3010.0,891.0,71.0,Female,0.0,Engineer,Medium,6.0,186.0,3351.64,3460.41,4561.61,6578.98,0.57,0.57,113.41,2941.99,3350.23,3941.0,Yes
3011.0,4426.0,67.0,Male,0.0,Accountant,Low,123.0,33.0,5359.32,7747.22,4697.68,2043.0,0.2,3886.24,2158.67,77.0,6522.62,4240.9,Yes
3012.0,3545.0,46.0,Female,0.0,Engineer,Low,744.0,7.0,9625.3,696.72,5034.07,3285.17,5000.63,0.63,0.63,11486.34,5573.57,1239.58,Yes
3014.0,6265.0,52.0,Female,0.0,Engineer,Low,93.0,61.0,2318.84,2347.93,2354.55,2393.42,0.33,0.33,0.33,0.33,2328.83,2353.46,Yes
3015.0,3105.0,83.0,Male,0.0,Lawyer,Low,174.0,112.0,1711.63,1711.63,1709.7,1656.31,0.29,0.29,0.29,0.29,1711.63,1709.92,Yes
3017.0,2692.0,42.0,Male,0.0,Engineer,Low,1090.0,11.0,2212.9,1702.98,1801.6,1838.4,600.11,700.11,0.11,640.06,1671.03,1965.34,Yes
3018.0,5813.0,41.0,Male,0.0,Accountant,Low,32.0,14.0,11434.22,11380.02,11822.15,7103.92,129.06,0.49,71.91,2654.34,11385.34,13339.39,Yes
3019.0,1595.0,33.0,Male,2.0,Engineer,Low,1945.0,95.0,55.24,603.85,3327.36,5866.35,0.59,0.59,549.2,4572.01,424.14,3401.09,No
3020.0,1712.0,5.0,Female,0.0,Doctor,Low,1460.0,112.0,3835.68,3835.68,3835.68,3611.02,0.66,0.66,0.66,0.66,3835.68,3835.68,No
3021.0,993.0,36.0,Female,0.0,Accountant,Low,2802.0,131.0,1283.12,1473.87,1443.81,1488.05,0.07,0.07,178.61,0.07,1386.16,1473.87,Yes
3022.0,482.0,51.0,Male,0.0,Engineer,Low,2784.0,73.0,28751.56,33037.27,31796.3,6347.42,0.37,0.37,4286.09,0.37,,33037.27,Yes
3023.0,3041.0,71.0,Male,0.0,Lawyer,High,759.0,9.0,7449.59,8100.57,8275.74,9882.91,275.99,0.69,929.26,572.11,7630.18,8276.39,Yes
3025.0,3108.0,75.0,Male,0.0,Lawyer,Low,478.0,23.0,7209.44,7232.74,7246.28,7274.01,6.19,79.79,0.33,0.33,7215.43,7205.91,Yes
3026.0,460.0,48.0,Male,0.0,Engineer,High,968.0,25.0,,864.26,1468.13,2290.58,336.37,336.37,1045.09,,682.94,2018.71,Yes
3027.0,1488.0,37.0,Female,0.0,Accountant,Medium,62.0,26.0,1667.49,1825.66,1799.51,2137.38,71.05,0.7,171.26,0.7,1675.32,1833.03,Yes
3028.0,2673.0,53.0,Male,3.0,Engineer,Low,1013.0,56.0,4325.52,4750.72,3382.7,1313.29,0.64,3787.19,361.04,336.76,4397.54,4327.95,Yes
3029.0,999.0,55.0,Male,2.0,Engineer,Medium,3974.0,25.0,272212.18,42636.45,105131.46,13011.21,84858.91,519.0,39143.13,3655.82,281009.81,22793.6,Yes
3031.0,1284.0,43.0,Male,0.0,Accountant,Medium,1719.0,10.0,2235.08,3492.22,3128.16,2292.24,314.37,3953.59,1142.94,1275.96,2399.61,4163.3,Yes
3033.0,2990.0,23.0,Male,0.0,Doctor,Low,139.0,250.0,1808.28,1717.81,1807.78,1293.92,0.43,0.43,550.51,347.67,1928.1,1781.13,Yes
3035.0,1665.0,28.0,Male,0.0,Accountant,Low,1345.0,95.0,4216.77,3634.58,3724.65,4715.28,0.01,0.01,857.82,1020.51,3842.96,3850.18,Yes
3036.0,1166.0,53.0,Male,0.0,Engineer,Medium,637.0,3.0,6331.6,6331.6,4920.74,1070.44,171428.71,5847.29,0.14,392.34,12242.93,1642.63,Yes
3037.0,464.0,28.0,Male,0.0,Engineer,Low,2778.0,33.0,6769.75,7185.02,7137.16,1250.17,0.7,207.84,572.13,79.56,6799.97,7278.72,Yes
3038.0,5460.0,57.0,Female,0.0,Engineer,Medium,51.0,108.0,7538.55,9183.7,9127.34,10496.3,0.63,0.63,1645.63,0.63,8598.61,9183.75,Yes
3039.0,2197.0,56.0,Female,2.0,Engineer,Low,1630.0,20.0,4725.87,4603.5,4586.6,4128.2,1143.34,1143.34,0.49,0.49,4674.51,4629.18,Yes
3040.0,4623.0,31.0,Female,0.0,Engineer,High,217.0,23.0,,155.18,2440.31,154.17,8283.73,0.13,0.13,0.13,7010.57,155.18,Yes
3041.0,2884.0,53.0,Male,0.0,Engineer,Low,801.0,41.0,229.56,9676.38,2800.15,101.22,0.17,243.03,9787.17,7214.46,3826.54,4503.26,No
3043.0,2638.0,57.0,Male,0.0,Engineer,High,596.0,27.0,1335.95,1476.92,6870.34,6447.18,67.9,0.88,154.43,281.01,1450.17,1665.0,No
3045.0,2187.0,39.0,Female,0.0,Engineer,Low,1702.0,40.0,2030.82,2030.82,3719.79,1997.53,0.5,8578.96,0.5,14599.07,2030.82,7713.57,Yes
3046.0,985.0,37.0,Female,0.0,Engineer,High,424.0,139.0,3649.66,3649.66,3649.66,5907.68,0.57,0.57,0.57,0.57,3649.66,3649.66,Yes
3047.0,5402.0,47.0,Male,2.0,Engineer,Low,1489.0,4.0,2272.66,2856.96,3407.9,4134.94,1428.7,0.13,1748.0,2308.29,2535.94,4020.39,Yes
3049.0,2782.0,37.0,Female,0.0,Accountant,Low,322.0,17.0,2413.12,2463.62,2480.54,2953.6,10.88,17.24,832.81,358.74,2320.74,2575.32,Yes
3050.0,3364.0,66.0,Male,0.0,Engineer,Medium,502.0,264.0,1676.66,1676.66,1676.66,1664.88,0.17,0.17,0.17,0.17,1676.66,1676.66,Yes
3051.0,1645.0,23.0,Male,0.0,Doctor,High,18.0,6.0,1258.91,3016.78,2602.17,2521.79,12857.44,1823.16,14714.59,270.34,4053.1,2136.63,Yes
3053.0,2839.0,33.0,Female,0.0,Accountant,Low,810.0,80.0,661.79,911.6,1439.09,4586.21,0.21,0.21,292.88,1210.86,784.66,1350.39,Yes
3054.0,3462.0,46.0,Female,0.0,Accountant,High,292.0,53.0,4614.25,4731.39,4902.26,3953.48,0.49,16239.17,117.63,17479.85,4678.39,5026.08,Yes
3056.0,843.0,25.0,Female,0.0,Accountant,Low,2260.0,6.0,553.31,1666.12,2823.61,2799.06,115.29,138.63,4310.71,875.43,4390.52,2041.59,No
3057.0,916.0,13.0,Male,0.0,Doctor,Medium,714.0,341.0,11424.71,11424.71,11424.71,11353.14,0.2,0.2,0.2,0.2,11424.71,11424.71,Yes
3058.0,2970.0,40.0,Male,0.0,Engineer,Medium,1207.0,4.0,10430.4,3856.69,4277.62,4926.96,3864.13,5290.61,1857.4,20714.54,5008.21,4510.45,Yes
3059.0,1594.0,45.0,Female,0.0,Engineer,Low,127.0,26.0,398.89,268.54,1644.14,1810.72,4285.96,2285.96,3643.1,5256.8,526.78,955.58,Yes
3060.0,2021.0,90.0,Male,0.0,Engineer,Medium,346.0,60.0,143197.66,146054.8,137097.1,98859.52,0.47,0.47,2857.61,0.47,144872.53,146054.8,Yes
3063.0,2886.0,67.0,Female,0.0,Engineer,High,522.0,18.0,353.64,925.07,2015.35,2145.42,5571.53,428.67,6142.96,142.96,,948.11,Yes
3064.0,591.0,45.0,Male,1.0,Engineer,Low,2456.0,87.0,2660.53,2717.67,2719.14,2187.82,0.36,0.36,0.36,0.36,2686.14,2741.63,Yes
3066.0,3086.0,31.0,Female,0.0,Doctor,Medium,59.0,199.0,3477.42,3486.16,3504.15,3584.7,0.03,0.03,8.77,0.03,,3486.16,Yes
3067.0,1408.0,53.0,Male,2.0,Engineer,Medium,553.0,208.0,1862.61,1862.61,1862.61,1853.49,0.31,0.31,0.31,,1862.61,1862.61,Yes
3068.0,1454.0,42.0,Female,0.0,Engineer,Medium,2506.0,90.0,1333.43,2074.85,2168.8,2050.92,0.31,0.31,0.31,28.89,1984.12,2175.15,Yes
3069.0,1113.0,44.0,Male,1.0,Engineer,Low,1240.0,12.0,6451.04,7251.04,7834.58,9152.77,442.99,214.41,1242.99,1450.79,7191.93,7797.89,Yes
3070.0,3077.0,49.0,Female,2.0,Accountant,High,622.0,25.0,2164.55,3795.11,3412.96,6243.66,276.86,276.86,2357.17,94.68,2582.35,3816.54,Yes
3071.0,3540.0,61.0,Male,0.0,Engineer,Medium,217.0,140.0,4601.57,4737.29,5222.5,5546.14,0.21,0.21,7.36,686.66,4666.84,5152.3,Yes
3072.0,4344.0,85.0,Male,0.0,Lawyer,Medium,395.0,46.0,4468.45,4468.45,4450.04,4301.91,0.53,6.31,0.53,0.53,4468.45,4466.26,Yes
3073.0,1997.0,42.0,Male,1.0,Accountant,Medium,467.0,6.0,6453.09,6877.34,5762.29,5028.14,2.58,5.42,3983.16,12103.66,6039.74,6250.14,No
3074.0,1010.0,34.0,Male,0.0,Accountant,Medium,269.0,9.0,2337.1,2012.71,1776.75,1547.24,900.74,517.43,357.27,82.99,2054.81,1712.4,Yes
3075.0,6169.0,70.0,Male,0.0,Lawyer,Medium,1306.0,0.0,4429.39,4505.13,4483.85,3991.4,389.49,293.25,478.56,357.27,4432.8,4730.4,Yes
3076.0,1432.0,65.0,Female,0.0,Engineer,Low,712.0,131.0,3086.52,3086.52,3086.52,2134.38,0.41,0.41,0.41,0.41,3086.52,3086.52,Yes
